Character,Words
BEN," Well, everyone makes mistakes. We're leaving now. We'll leave a trail, one you can track. And John, unless you're carrying your father's body on your back, don't bother."
BEN," It's a birthday present. Mine just happens to be today. You do remember birthdays, don't you Richard?"
BEN,  What?
BEN,"  I recorded it yesterday, before we left. I thought you already took it!"
BEN, Where's Tom? Tom! Have you seen my recorder?
BEN," I know I promised to tell you everything, John, and I wish it was as simple as me taking out a dusty old book and opening it up."
BEN, But it's not that simple.
BEN," You probably think I'm the leader of this little community, but that's not entirely true. We all answer to someone, John."
BEN, His name is Jacob.
BEN, I can't do that.
BEN, Where are you going?
BEN, Why would Richard take you? He doesn't know where Jacob is.  He doesn't talk to Jacob...
BEN, I do.
BEN, That's right!
BEN," I was born here on this Island. I'm one of the last that was. Most of these people you see—I brought them here. So Jacob talks to me, John. He tells me what to do, trusts me."
BEN, That's right.
BEN," And what might you base that theory on, John?"
BEN, I thought you were dead.
BEN, It's all right.
BEN," He's with us now. Where have you been, Mikhail?"
BEN, What?!
BEN, Where is she now?
BEN, We'll be visiting their camp day after tomorrow. We'll take care of it then.
BEN,"  I'm sorry, I have to deal with this now, John. Our excursion will have to wait."
BEN, Tom? Richard?
BEN," You know, you didn't have to beat Mikhail senseless to make your point, John."
BEN," Something you should know, John, before we go. Whether or not you think he's the Wizard of Oz, I can assure you that Jacob is very, very real. And we're gonna go see him, and he's not gonna like it. In fact, I have a feeling he's going to be very...angry. And that's why my hand was shaking, because this is not a man you go and see. This is a man who summons you."
BEN, Thanks.
BEN, Mom?
BEN, Mom!
BEN, Mom!
BEN," Let's go, John. John!"
BEN," Juliet, it's Ben. I'm sending three teams to extract Kwon the night after tomorrow. We won't have time to run Austen's sample, so if you determine that she or anyone else is pregnant, mark their tents, and we'll take them, too. Good luck."
BEN, Mom..? Mom? Mom! Mom! Mom!
BEN, Are you one of them?
BEN, A hostile.
BEN, Ben.
BEN," I left home, and...I'm looking for my Mom."
BEN, You wouldn't believe me.
BEN, She's dead.
BEN, No. When I was a baby.
BEN, She talked to me.
BEN, That I couldn't come with her. She said it wasn't time yet.
BEN, I don't want to go back there! I hate it there! Take me with you.
BEN, We're here. 
BEN," You'll wanna turn off your flashlight, John."
BEN, Jacob feels the same way about technology as you do.
BEN," Once I open this door, there's no turning back. You sure this is what you want?"
BEN, So be it.  Jacob? I'm here with John Locke. We're coming in now.
BEN," Jacob. This is John. Aren't you going to say hello, John?"
BEN,  I told you he wouldn't.
BEN, You can't see him?
BEN," Jacob! He's sitting right here, in this chair!  Yes, I know, but he insisted."
BEN," You wanted the secrets of the Island?  Well, here they are. This is the man who can answer every single-  I am not. He made me bring him here—do you think that that was my—sorry, may I finish?"
BEN, Excuse me?
BEN,"  Jacob, please, I can't hear him if you're gonna talk over what he's saying—"
BEN, I know there's someone there!
BEN," I'm sorry you feel that way, John. And I'm sorry that you're too limited to see."
BEN, I—I didn't say anything.
BEN,"  That's enough, you've had your fun!"
BEN, That was Jacob.
BEN," What did you hear in there, John? What did Jacob say to you?"
BEN, What are you talking about?
BEN, I'm taking us back another way. I wanted to show you something first.
BEN," You know, John, you're not wrong.  Some of the things I've told you—some of the things I've told everybody—are simply not true. "
BEN," Well, for starters, I wasn't born on this island."
BEN, That's what I wanna show you.
BEN, It's my birthday. I dunno why I keep fooling myself into thinking that one of these years you're actually gonna remember.
BEN, I'd like that.
BEN, Do you really blame me?
BEN, Do you really think it's my fault that she died?
BEN," I don't think that's going to happen, Dad. "
BEN," You know, I've missed her too. Maybe as much as you have. But the difference is, for as long as I can remember, I've had to put up with you. And doing that required a tremendous amount of patience."
BEN," Goodbye, Dad."
BEN," No, leave him out there."
BEN," This is where I came from, John. These are my people. The DHARMA Initiative. They came here seeking harmony, but they couldn't even coexist with the Island's original inhabitants. And when it became clear that one side had to go, one side had to be purged, I did what I had to do. I was one of the people that was smart enough to make sure that I didn't end up in that ditch.  Which makes me considerably smarter than you, John."
BEN, What did Jacob say to you?
BEN," Because you heard him. Now, I need to know what he said."
BEN," John, I'm not going to ask you again. What did he say to you?"
BEN," Well, I certainly hope he helps you, John."
BEN, Just now.
BEN,  Here's your gun back.
BEN, Where's Ryan?
BEN, It's time to get them.
BEN, Jacob wants it to happen now.
BEN, John had an accident. Ryan!
BEN," If you leave right now, how long will it take you to reach their camp?"
BEN, Then you'd better get going.
BEN, Then we'll take all their women. And we'll sort out the ones we need later.
BEN," If any of them are stupid enough to get in your way, kill 'em."
BEN, Hello?
BEN, Why are you breaking radio silence?
BEN," I'm sorry, what?!"
BEN, Who? Which one?
BEN, How did... how does he know about the station?
BEN," All right, sit tight, don't do anything, I'm sending help.  Mikhail, you need to go down to the Looking Glass and find out what Charlie Pace is doing down there. "
BEN," I lied. Mikhail, I need you to go now."
BEN," Ryan, come in. Ryan, are you there?"
BEN, What?
BEN," Gone, gone where?"
BEN, What good news?
BEN, It was Juliet. She betrayed us.
BEN," Just figure out where she is, Tom."
BEN, Who do you have?
BEN, Shoot Kwon.
BEN," If you want them to answer questions, kill Kwon. Do it now."
BEN,  Juliet thought we were coming tomorrow. So why were they waiting for us tonight?
BEN, I heard.
BEN, No. Not yet.
BEN," Not we, Richard, me. You're going to take everyone to the Temple as planned."
BEN, Oh really? And why not?
BEN, They're not all dead.
BEN," Hello, Alex."
BEN," Well, I thought I might go for a walk! See if I can't find Jack and all his friends."
BEN, All right.
BEN," I said all right. In fact, I think it's a good idea. I mean, you do want to see Karl again, don't you?  Get your pack, I'm leaving in 10 minutes."
BEN, I'm going to talk them out of it.
BEN," You have to understand, everything I did, I did for the Island."
BEN," Yes it did. You've always been a loyalist, Mikhail, now I'm asking you to trust me, to trust Jacob who told me to do this."
BEN," Because this Island is under assault by forces stronger than anything it's had to deal with in many many years. And we are meant to protect it, Mikhail, by any means necessary. The jamming was for everyone's security. We are in a serious situation here."
BEN," I made a mistake. I should have told you, and I apologize."
BEN," Mikhail, are you still there?"
BEN," I need you to help me. I need you to help me clean up this mess that I've made. I need you to kill Charlie. Make sure that the jamming mechanism continues to function at all costs. And we can't risk Greta and Bonnie telling the others about what we've done, so you'll have to take care of them too."
BEN," Because if I had, Mikhail, you'd already be dead."
BEN," If we head North, we should get to 'em before they reach the tower."
BEN," I let you come because I'm delivering you to your new family. I let you come because you betrayed me, Alex."
BEN, I didn't want him to get you pregnant. I suppose I overreacted. We better get going.
BEN," Because I can't, Alex."
BEN," Hello, Jack. We need to talk."
BEN,"  Hi, I'm Benjamin, I don't believe we've had the pleasure..."
BEN," Just a moment of your time. To talk, you and me, alone."
BEN," Jack, you've just killed seven of my people, the least you can give me is five minutes."
BEN, Have a seat.
BEN," Not so long ago, Jack, I made a decision, that took the lives of over 40 people in a single day. I'm telling you this because... history is about to repeat itself, right here, right now."
BEN," No Jack, you are."
BEN, The woman you're travelling with. The one who parachuted onto the Island from that helicopter. She's not who she says she is. 
BEN," No, she's not. "
BEN," She's a representative of some people who've been trying to find this Island, Jack. She's one of the bad guys."
BEN," Jack, listen to me. If you phone her boat, every single living person on this Island will be killed. So here's what has to happen. Get that device, the phone she carries with her, and give it me. I will turn around, we'll go back to my people, you will turn around and go back to your people."
BEN, May I have my walkie back?
BEN, There's something you need to hear. Please.
BEN," Thank you. Tom, are you there?"
BEN,"  Your plan killed seven of my people, but the ones that you failed to kill are now holding your friends. Jin, Sayid, Bernard. At gunpoint."
BEN,"  Tom, unless you hear my voice in one minute, shoot all three of them."
BEN," Bring me the phone, Jack."
BEN, Forty seconds.
BEN," Let me ask you something, Jack. Why do you wanna leave the Island? What is it that you so desperately want to get back to? You have no one. Your father's dead, your wife left you, moved on with another man. Can you just not wait to get back to the hospital? Get back to fixing things? It's 20 seconds now. Just get me the phone, Jack."
BEN, Ten seconds. Bring me the phone.
BEN, I'm not bluffing!
BEN, Five. Four. Three...
BEN," I'm so sorry, Jack."
BEN,  Alex. This is your mother.
BEN, Jack! I know you think you're saving your people. But you need to stop this. It's a mistake.
BEN," This'll be your last chance, Jack. I'm telling you, making that call is the beginning of the end."
BEN," Jack, please, you don't know what you're doing!!"
BEN," Do it, John! Shoot him! Do what you need to do—"
BEN, I need you to do me a favor. I need you to take Alex and get as far from here as possible. 
BEN," Listen to me, we don't have time for this. Everyone who stays here is going to die. Now get Alex and get away right now, I don't care where you go, just go, I will not have my daughter—"
BEN, 
BEN, Better call the boat. Tell 'em she's getting a real big bundle of firewood. 
BEN," OK, I probably should have told you that I saw her take the phone, but you beat me up, Jack. I owed you one. "
BEN, Kate took it when she hugged you. 
BEN," She found the right trail too, but you wouldn't listen to her, so I guess she's taken matters into her own hands. But look on the bright side, at least somebody around here knows what the hell they're doing. "
BEN," Well, technically, he didn't kill her, yet. "
BEN," Jack, with your permission, I'd like to go with John."
BEN," Alex. Alex, hey. "
BEN, Something I need to tell you.
BEN,"  Karl! Now, if you're gonna sleep with my daughter, I insist you call me Ben."
BEN," Mind if I ask you a question, James?"
BEN, Why'd you leave Kate behind?
BEN," I know it's not pleasant, but, let's face it, you really don't stand a chance now..."
BEN," James. Look at yourself. Yes, on this Island you're brave, daring, handsome, you're someone, but if you left with them, back in the real-world a low-life scam artist like you could never compete with a first class surgeon. I think Kate was really upset when you made your choice to come with us. Thank god she has Jack there to comfort-"
BEN," James, listen to me! Please!"
BEN," John, listen. I have information that you need. I have answers."
BEN, What?
BEN, I don't know.
BEN," Her name is Charlotte Lewis! Charlotte Staples Lewis. Born July second, nineteen seventy-nine, Essex, England. Parents David and Jeanette. Eldest of three, all girls. She was raised in Bromsgrove. Did her undergraduate studies at Kent. Took her PhD in Cultural Anthropology at Oxford. She's here with two other team members and a pilot. Their names Daniel Faraday, Miles Straume, and Frank Lapidus."
BEN," Your instinct was right, John. These people are a threat, and if you shoot me you'll never know how great a threat they were. Because I know what they're doing here. I know what they want."
BEN," Me, James, they want me."
BEN, Because I have a man on their boat.
BEN, John's looking for somebody to tell him what to do next.
BEN, Well... I guess they're running out of jail space.
BEN," I lost a dollar, you know. "
BEN, I bet John that you wouldn't be stupid enough to fall for your friend as bait.
BEN, I know it's no use having friends you can't trust.
BEN,  I'm thirsty.
BEN, It's a secret.
BEN, Why are you crying? Because it hurts? Or because you were stupid enough to care for her? These people don't deserve our sympathies. Need I remind you what they did the last time you thought with your heart instead of your gun? 
BEN," Do you want to protect your friends or not, Sayid? I have another name for you."
BEN, Good.
BEN, From my own bookshelf.
BEN,  I've already read it. 
BEN,  Why did you move me from the rec room down here?
BEN,"  Where are you keeping your other prisoner? Miles, is it?"
BEN,"  Oh, you don't wanna share. "
BEN,"  I feel for you, John. I really do. You keep hitting dead ends."
BEN,"  You couldn't find the cabin, you can't make contact with Jacob — you're so desperate to figure out what to do next, you're even asking me for help. So here we are, just like old times. Except I'm locked in a different room, and you're more lost than you ever were. "
BEN," Excellent, John! You're evolving! "
BEN, Yes. 
BEN, Yes. 
BEN, You've arranged this meeting so you could blackmail me?
BEN, 3.2? But why not 3.3 or 3.4? 
BEN, What makes you think I have access to that kind of money?
BEN," Your friend Charlotte has seen me, she knows I'm alive."
BEN, My present situation is a little bit restricted. Can that be amended?
BEN, Welcome to your humble abode.
BEN," You're here to help us with some very important research, Juliet. We pulled out all the stops. Two bedrooms, two baths. Washer, dryer. Fresh linens, a well-stocked fridge."
BEN," Oh, and I know you love the opera. You have all the classics on CD."
BEN," Right, of course. But... we want you to feel at home."
BEN, May I?
BEN, Any thought yet on a cause?
BEN," No, I'm fine."
BEN, Rabbit today?
BEN," This didn't have a number on it, did it?"
BEN, So has the revolution begun yet? Or...
BEN," Well, you're the leader now. I know it's a tough position. You have to deal with all those people constantly second-guessing your decisions, and it always starts out so innocently, doesn't it? A question here, a comment there, and then if you're not careful, you find you have a full-blown insurrection on your hands. Believe me, your people are gonna be so angry when they realize you still don't have a plan."
BEN, I always have a plan.
BEN," I can help you, John. We have shared interests... or at least a common enemy."
BEN," Not them. The one they work for. Let me out of here. Give me some semblance of freedom, let me sleep in a bed and eat with utensils, and I give you my word I'll tell you everything you want to know about the person who sent the freighter."
BEN," All right, then. I guess I'll have to show you."
BEN, Goodwin! You see where the tail landed?
BEN," You run, you can make that shore in an hour.  Ethan, get up there to that fuselage. There may actually be survivors, and you're one of 'em — a passenger. You're in shock. Come up with an adequate story if they ask."
BEN," Stay quiet if they don't. Listen, learn, don't get involved. I want lists in three days. Go."
BEN," No tricks, John. We don't even have to leave the living room."
BEN," We have a deal, right?"
BEN,"  If my people still wanted me, John, they would've stormed this camp long ago. It's behind that picture."
BEN, 36-15-28.
BEN, I taped over the game.
