Character,Words
HURLEY," Dudes, listen. Our lives suck. Everyone's nerves are stretched to the max. I mean, we're lost on an Island, running from boars and monsters -- freakin' polar bears!"
HURLEY," Look, all I'm saying is, if we're stuck here, then just surviving's not going to cut it. We need some kind of relief, you know. We need some way that we can, you know, have fun. That's right, fun. Or else we're just going to go crazy waiting for the next bad thing to happen."
HURLEY," Dude, I think he stuck it."
HURLEY,"  Aw, crap, do over."
HURLEY," Dude, get away from me."
HURLEY," Dude, you were robbed. "
HURLEY, 5 bucks says he sinks it. 
HURLEY," Sorry, dude, but you're a duffer like me."
HURLEY, What's going on?
HURLEY," We looked around the entire perimeter, man. "
HURLEY," Uh-uh, nada. Everyone was asleep. So, I had an idea. I'm out here looking for some psycho with Scott and Steve, right? And I'm realizing who the hell are Scott and Steve? "
HURLEY," Look, if I was a cop and some woman got attacked, we'd canvas, right? Knock on doors, find witnesses. But we don't even have doors. "
HURLEY," Look, we don't know who's living here and who's still at the beach. I mean, we don't even know each other. My name isn't Hurley, it's Hugo Reyes. Hurley's just a nickname I have, alright? Why? I'm not telling. The point is, we've got to find out who everyone is. "
HURLEY," Yeah, a registry, you know, names, what people look like, who's related to who. I mean, we start laying down the law, maybe we'll stop attacking each other. It seems like someone's getting punched, or stabbed, or something every other day here. We've got to find out who did this to her. "
HURLEY," John, right? John Locke? "
HURLEY," Yeah, you know, I thought it'd be a good idea, you know, to get everyone's name and place of residence. "
HURLEY," Uh, me?"
HURLEY," Uh, good one. "
HURLEY," Cool. And, reason for travel? The reason you were in Australia?"
HURLEY," Looking, uh-huh. So, did you find it?"
HURLEY,"  No, no. That's good. Uh, thanks."
HURLEY," Hey, uh, I know I already talked to you, but, uh, I just wanted to get away from him fast, okay?"
HURLEY," Hey, Lance."
HURLEY," Lance. Your name's Lance, right?"
HURLEY," Dude, that's right. Lance is the little skinny guy with the glasses and the red hair. "
HURLEY," Sorry, dude. Lots of names and faces. It's pretty pathetic, huh? You'd think after a couple of weeks on the Island with the same people, we'd all know each other. "
HURLEY," So, we're doing this list, you know, survivors, names, home addresses, stuff like that. "
HURLEY, Not Lance.
HURLEY, Last name?
HURLEY," Rom, R-O-M? "
HURLEY," Great, where are you from Ethan Rom?"
HURLEY," Right on, love Canada, great uh... well that should do it. Thanks for your time, dude."
HURLEY," Oh, it's nothing. It's just, uh, you know, I thought I'd be a good idea."
HURLEY," So, uh, where were you guys last night?"
HURLEY, You're like the 20th person to ask me that. Why is everyone so uptight about answering a few questions?
HURLEY," Ah, it's nothing, we just had a little incident in the valley last night."
HURLEY," Yeah, Claire, the pregnant girl, you know her, she, uh, kind of got attacked. "
HURLEY," Yeah, she's a little shook up, but..."
HURLEY, What? Really? Where is it?
HURLEY, I'm just going to lay it out straight. 
HURLEY," I hear you have the flight manifest, and I need it, and I want you to give it to me. "
HURLEY," Now, you could do what you normally do when someone asks for something -- tell me to screw off."
HURLEY," Or, you could just give it to me -- because, dude, you could use the points. "
HURLEY, It's a gift. 
HURLEY," We've got a problem. The manifest, Jack, the census, the names of everyone who survived, all 46 of us. I interviewed everyone. Here, at the beach, got their names. One them, one of them isn't -- Jack! One of them isn't in the manifest. He wasn't on the plane. "
HURLEY, He wasn't on the plane.
HURLEY," Ethan, the Canadian guy, he is not on the passenger manifest."
HURLEY," I don't know. I saw him yesterday, but now..."
HURLEY," We're all tweaked, man. Locke's just feeling it like the rest of us."
HURLEY," Back home, I'm known as something of a warrior myself."
HURLEY, Crap.
HURLEY," Yeah, I know my blacks can't get in."
HURLEY, Yahoo.
HURLEY," Dude, would you please roll?"
HURLEY, No!
HURLEY, I didn't just start playing. I took 17th in a tournament once. 
HURLEY," No, 17th is very good. "
HURLEY," Aw, you've got to be kidding me,"
HURLEY, No one is that lucky.
HURLEY, Really?
HURLEY, Can't. I have a meeting.
HURLEY, Yeah. A meeting.
HURLEY, You'll get it.
HURLEY,  What's he trying to do?
HURLEY,  Good luck.
HURLEY,"  Yo, Boone. Question for you, dude. "
HURLEY," You and Locke are going out hunting boar everyday, right?"
HURLEY," That's cool, except, how come you're not coming back with any? We haven't had fresh pork on a plate in about a week, dude."
HURLEY, Maybe you guys aren't trying hard enough?
HURLEY," I hope so, because people need food, man -- solid food. This isn't a game, man."
HURLEY," So, Jack?"
HURLEY," Something kind of important I'd want to ask you about. Um, anything I tell you is doctor-patient confidential, right?"
HURLEY, The thing is -- I haven't been feeling so great.
HURLEY," Well, it's kind of like, uh, my stomach. I've been having some, um, major digestive issues."
HURLEY," You know, the usual - bananas, papayas, mangoes, guava, passion fruit, coconut. Some of those weird star fruits from up on the hill. Someone said they might be good for digestion. Let me tell you, they lied. "
HURLEY," Dude, what can I do? There's no boar. No boar, no protein. "
HURLEY," No way, man. That guy has it in for me. "
HURLEY," I'm not kidding. He offered me something to eat, like right after we, you know, got here, um, the thing with the spikes?"
HURLEY, Yeah. And when I turned him down it's like I soiled his family honor or something. He hasn't looked me in the eye since. The guy holds a serious grudge. 
HURLEY," Dude, these aren't for eating. Excuse me."
HURLEY,"  Jin!  Yo, Jin! Alto. Listen, I know you don't like me because of the sea urchin thing. But that's okay because I'm not asking for any favors. Just let me know where you get the fish. Fish  Just point me in the right direction. I'll take care of my own business with my own tools.  "
HURLEY," You just said something mean, didn't you?"
HURLEY, Damn it!
HURLEY," You know what? Fine. You win, okay? You happy now? Keep your damn fish, I'm out of here."
HURLEY," Ow! Ow, ow, ow! "
HURLEY," I stepped in a friggin' urchin! Ow, you understand me?!  Do you understand infection, gangrene, amputation?! "
HURLEY," Ow, aw, ow! You've got to do something for me."
HURLEY," You're going to have to pee on my foot, man. It'll stop the venom. I saw it on TV.  Ow, arrgh, no just pee on it man.  "
HURLEY," You need to pee, pee on it. Pee on my foot. I'll lose my foot if you don't. Just pee! Pee on it! Pee on- "
HURLEY, You sure you don't speak English? Cuz there's a rumor that you do. -- Your wife's hot.
HURLEY," Oh, I get it, this is some kind of payback because I wouldn't eat the urchin the other time? I eat this you give me a fish, right? Okay, fine. Over the lips and past the gums, yada yada, oh god. "
HURLEY,"  Dude, did you find your own bag? That's awesome, man. "
HURLEY, Be nice to get to use your own toothbrush again.
HURLEY, Yeah. Yippee.
HURLEY,"  Knock yourself out. You want to wish something on your worst enemy? Hope they step on a sea urchin.  Oh hey, thanks. Dude, has this thing already been cleaned? Are you kidding me? "
HURLEY,"  Yo, dudes. Got a new tourney lined up. We're playing for the last of the deodorant sticks. You dogs up for some golf?"
HURLEY," He seems to hate it, doesn't he?"
HURLEY, Being a dad.
HURLEY, No. He hates it. 
HURLEY," Uh, dude? Your kid's gone."
HURLEY, He just grabbed the dog and took off. 
HURLEY," Charlie, man! Is she injured?"
HURLEY, I thought those guys had a full on perimeter set up?
HURLEY," You sure it wasn't an accident? I mean, maybe the guy just drowned or something. "
HURLEY," Yeah, okay. Got it. "
HURLEY," Dude, that was Scott."
HURLEY," Scott Jackson worked for an internet company in Santa Cruz. He won a sales prize two week Australian vacation, all expenses paid. He was a good guy. Sorry, I kept calling you Steve, man. Um, amen, I guess. I..."
HURLEY, I don't know how to end these. 
HURLEY," Yeah, 'til he rises from the dead. Dude, I know how this works. This is going to end with you and me running through the jungle screaming and crying. He catches me first because I'm heavy and I get cramps. "
HURLEY, You alright? 
HURLEY," Yo, Sayid, can I ask you a question?"
HURLEY, Did you ever get that Gulf War syndrome? 
HURLEY," Oh, right. Then what's the one when you're all, like, shell-shocked?"
HURLEY," Yeah, that's it. Did you ever have that?"
HURLEY, Because I'm worried about Charlie.
HURLEY," I mean, he killed a guy. He shot him in the chest 4 times. Maybe you should talk to him."
HURLEY,"  You should try sea urchin. They've got more ping. Hey, so listen, I know things got kind of nasty down there at the beach, and, um, I don't want to get involved in husband and wife stuff, but I figured, you know, you might need to relax.  So...  C'mon, dude, I'm trying here. Okay, you want to be an outsider? It's your business."
HURLEY," Hang on, man. You've got to slow down. Slow down!"
HURLEY," Look, everybody chill out."
HURLEY, Didn't see that coming.
HURLEY, Son of a bitch.
HURLEY," Hold on a second, you want what now?"
HURLEY, You want to make snowballs?
HURLEY, Didn't Sayid say that crazy French chick has batteries? 
HURLEY," Dude, we just trying to-"
HURLEY," Don't know, dude? Or don't want to?"
HURLEY," Uno momento, Mama, just checking something out. "
HURLEY," Look, mom, we've talked about this. You want me living here -- you've got to respect my privacy. And no, I'm not. "
HURLEY," Yeah, I'll get right on that. "
HURLEY, Hi. You awake?
HURLEY," So, that French lady, she wrote this stuff, right?"
HURLEY," Nothing. Couldn't sleep, then I got curious. You and Shannon, you guys have been trying to figure out some of this stuff and I was wondering what, you know, you guys figured out about this stuff."
HURLEY," I don't know. Look, take these numbers she wrote down a bunch of times - got any idea what it means?"
HURLEY," Coordinates, yeah. When you first found her, the French chick, you said you saw a wire or something on the beach? And you followed it, and it led you to her?"
HURLEY," Her place is probably close, right?"
HURLEY," I'm not -- just, you know, making conversation, dude. Sorry if it's a bad time. Goodnight. "
HURLEY," Yeah, you."
HURLEY," Oh, they just, uh, sort of came to me."
HURLEY," Oh yeah, okay, um, this -- this patch of beauty is my mom, Carmen. Come here, mom. And this is my brother, Diego and his wife, Lisa. "
HURLEY," Nice, dude. Ignore him, he's an idiot. And, uh, oh, you've got to know this guy. This is the greatest guy I know, my, my, my grandpa Tito. He's worked 3 jobs for -- how long has it been now? "
HURLEY," 52 years. 70 years old, and the closest thing he's had to a vacation is when they put a pacemaker in him 4 years ago. So the first thing I'm going to do with the money is, uh, finally give him the rest that he's earned. That's really what it's all about for me, to be able to do things for the people I care about, because I really put my family through a lot recently, and, um, well, this way I can make it up to them. You know, maybe even buy my mom a new house. And uh,  maybe after my grandpa comes back from his cruise we can, you know --  do some things that we always wanted to do.  Grandpa?"
HURLEY," What, I'm not doing anything."
HURLEY, What?
HURLEY," Oh, right. Morning. Sorry, I was just, uh..."
HURLEY," Me? No. Well, yeah. Just thought I might take a walk. Uh, maybe scope out some new fishing area."
HURLEY, That's okay.
HURLEY," Dude, I could really use some alone time right now."
HURLEY," I'm a big guy, I get dehydrated easy."
HURLEY,"  Uh, sorry."
HURLEY," You're going to like this one, ma. I mean, after everything you've been through? Like grandpa --  And then at the funeral, Father Aguillar getting struck by lightening? Man, that was a freak storm. And Diego moving back home after Lisa left him for that . . . waitress?"
HURLEY," I'm just saying you deserve something good to happen. You know, ever since I won the lottery it's like we've had nothing but bad luck. Like, I don't know, like the money's cursed or something."
HURLEY," Jeez, ma, I'm just talking. Okay, we're almost there. Here, put this on."
HURLEY, Give me your hand. Careful.
HURLEY, You're stepping down.
HURLEY," Okay, now take off your blindfold. And get a look  at your new dream house."
HURLEY, I said take off your blindfold. 
HURLEY," Oh, crap. Hang on mom, I've got to call 911."
HURLEY," Oh, no, no, no. It's the house."
HURLEY," No such thing as curses, huh, ma?"
HURLEY, Yo! French chick!
HURLEY, A box company?
HURLEY, I have a sneaker factory in Canada? 
HURLEY, Of course it was. 
HURLEY, Bad luck.
HURLEY," What, you don't believe in jinxes? You know, curses?"
HURLEY, What?
HURLEY," No, it's nothing, it's something that I . . ."
HURLEY," That's it. It's not the money, it's the numbers. The numbers are cursed. Dude, don't look at me like that, I'm not crazy. This is real. "
HURLEY," Hey, what are you guys..."
HURLEY,"  Oh, man. "
HURLEY, Hey!
HURLEY, Can I drop the wire?
HURLEY, I'm dropping the wire.
HURLEY,  I can make it.
HURLEY," I can get out of the way, I'm spry."
HURLEY, Nothing.
HURLEY, I came to get a battery.
HURLEY, Nada. You guys coming?
HURLEY," Lenny. His name is Lenny, or Leonard. "
HURLEY," Look, I just need to talk to him for five minutes. "
HURLEY," How many Leonards are here? Can't you just type in Leonard? I mean, the guy's been here for, like, ever. He knows me."
HURLEY,"  Dude! Do not do that right now! Leave the bulb for another time, man!  five minutes! All I need is five minutes! "
HURLEY," Oh, hey, Doc."
HURLEY, Uh...
HURLEY," Yeah, well, we hung."
HURLEY," C'mon, Lenny, give me something. Anything. Where'd you get the numbers? Is that why you're here, Lenny? Is it because of the numbers? Did they do something to you? Because I think they did something to me. I think they turned me into a jinx -- bad news to everyone around me. And when I tell people I think I'm the cause they, they, they look at me like I'm nuts. They don't believe me. But I know, ever since I won the lottery with those numbers."
HURLEY," Uh, -- yeah. "
HURLEY, I what?
HURLEY, Why not? 
HURLEY," Wait a second, I need some answers. "
HURLEY," Those numbers, where'd you get them?"
HURLEY, Who's Sam Toomey?!?
HURLEY, It's a town where?!
HURLEY, Whoa.
HURLEY," Relax, I'm just going to check it out. You guys should stay here."
HURLEY," Dudes, chill."
HURLEY," Dude, you okay?"
HURLEY," Nah, screw that! You guys stay! There's a path right here, Charlie and me-"
HURLEY," Hi, is this Sam Toomey's house?"
HURLEY," Is he around, because I'd kind of like to talk to him."
HURLEY," Your husband worked with a guy I know, Leonard Sims. "
HURLEY," Uh, he's, um, retired. Anyway, he told me about Sam hearing something."
HURLEY," Yes, the numbers, exactly. Do you know anything about them?"
HURLEY, Sam used the numbers?
HURLEY, What about Sam?
HURLEY, Did it? Did he ever find a way to make it stop? 
HURLEY," I used them, the numbers, to win the lottery. And now I think I'm under the same curse."
HURLEY, But you just told me...
HURLEY," Well, yeah."
HURLEY, Jack! Sayid!
HURLEY, The blast sounded like it came from this way. I think.
HURLEY," Dude, what do you want from me?"
HURLEY," Dude, you don't know me. "
HURLEY," We've all got personal stuff, dude. "
HURLEY, I am not crazy. I've got my reasons for every-
HURLEY," Okay, alright, you want to know?"
HURLEY, About a year ago...
HURLEY, Is someone shooting at us?
HURLEY, You must be the French chick. 
HURLEY," Hurley. I, uh -- Sayid? That guy you tortured, he..."
HURLEY," Look, I came here to find --  oh, easy, easy, easy. I'm just getting your notes. Please, tell me why you wrote this. What do these numbers mean? Please. "
HURLEY," What? You don't know? Okay, that thing in the woods, maybe it's a monster, maybe it's a pissed off giraffe, I don't know! The fact that no one is even looking for us, yeah, that's weird, but I just go along with it because I'm along for the ride, good old fun time Hurley! Well guess what? Now, I want some friggin' answers! "
HURLEY, There's a radio tower on this Island? 
HURLEY, The distress signal we heard?
HURLEY, But the numbers -- did you ever find out anything about them? Do you know where they got their power?
HURLEY," They bring bad stuff to everyone around you. They're cursed. You know that, right? The numbers, they're cursed. "
HURLEY," Thank you. Thank you. You have no idea how long I've been waiting for someone to agree with me. Thank you. Oh god, thank you."
HURLEY,  Go where?
HURLEY,"  Need a battery?  She says, hey."
HURLEY," When you find a laundromat, let me know."
HURLEY, I think the plane crash might have been my fault.
HURLEY," Hey, before we came here a lot of bad stuff used to happen whenever I was around."
HURLEY," Yeah, that's -- that would be kind of a mellow way of describing it. "
HURLEY," Dude, you gotta let me finish."
HURLEY, What?
HURLEY, Okay. Back home I'm worth 156 million dollars.
HURLEY, Dude.
HURLEY,"  Dude, it looks like someone steam rolled Harry Potter. "
HURLEY, What happened?
HURLEY, But he was with Locke. 
HURLEY, No -- first class -- mesh - I'm cool. Lord in heaven.
HURLEY,  Jack.
HURLEY," Whoa, dude. You alright, man? You're looking kind of goth."
HURLEY," The beach, I think."
HURLEY, What for?
HURLEY," Dude, it's washed -- washed the spider out. Unless it's some kind of British version?"
HURLEY," What's the matter, man? "
HURLEY, Maybe it's hungry?
HURLEY," Any deposits? You know, diaper-wise?"
HURLEY," Alright, it's time to break out the big guns.  Dude, that's all I got."
HURLEY," I'm on bamboo duty, but yeah, sometimes I help refill the water. "
HURLEY," Well, they fight like a married couple building a raft together..."
HURLEY," Oh, because of Kate?"
HURLEY," Yeah, I guess she wants on the raft. So Sawyer went off on Michael because, you know, he gets to decide who goes. Hey, you don't think Kate did it, do you?"
HURLEY," Well, you know, the whole fugitive thing. "
HURLEY," He doesn't know?  Well how am I supposed to keep straight who knows what around here? I mean, Steve didn't even know about the polar bear. "
HURLEY, Dude. Whoa. 
HURLEY," Uh, question -- how do we know we can all, like, fit in there?"
HURLEY," Well, that's 3 reasons to go right there. "
HURLEY, Here you go. 
HURLEY, Don't look at it. 
HURLEY, Dude! Do not look at it. 
HURLEY," Good luck, dude.  Keep dry, kiddo."
HURLEY," Let me ask you something, Arnzt. "
HURLEY, Arnzt.
HURLEY," Sorry, man, the name's hard to pronounce. "
HURLEY, How about I just call you by your first name? 
HURLEY, Why not? I remember it from the plane's manifest. I think Leslie's a bitchin' name. 
HURLEY, What are you...
HURLEY," Dude, we've got to book. "
HURLEY," Uh, where's Arnzt?"
HURLEY," Dude, I thought you were dead. "
HURLEY," 4, 8, 15, 16, 23, 42. 4, 8, we're dead, 15, doomed and dead, 16, 23, 42..."
HURLEY," Huh? Yeah, awesome. I just have to pee.  Great idea, dude, go look into the burning death hole."
HURLEY," Yes, good idea. Let's do that."
HURLEY," Why'd you do that? Why'd you light the fuse, man?"
HURLEY," Ah, maybe because I was running towards you, waving my arms, yelling ""don't do that?"""
HURLEY," You should go ahead, man -- don't want Locke making time with your girl.  Joke, dude."
HURLEY," Really? Wow, usually you're, like, Mr. Haha.  There you go. Life's not so bad, right? I mean, sure the Others are coming to, like, eat us all -- and every once in a while someone blows up all over you, but you do get to sleep in every morning."
HURLEY, What?
HURLEY," Yeah, that's kind of a long story."
HURLEY, You'll think I'm crazy.
HURLEY," Awhile ago I was in this kind of psych ward, and there was this guy, Leonard -- and all the time I knew him all he ever said were these numbers -- 4, 8, 15, 16, 23, 42 -- over and over and over again. And they kind of got stuck in my head. So, when I got out -- well, actually a couple of months after I got out -- I was buying a frozen burrito and I thought, hey, I should play the lottery. And I guess those numbers were still stuck in my head so I played them. And I won 114 million dollars. That's when it started happening -- my grandpa died, my house caught on fire, the chicken joint that I worked at got hit by a meteor -- well, actually meteorite. Okay, so tonight I see the same freaking numbers on the hatch thing -- just written on the side -- and that's why I tried to stop it -- because that thing is cursed, man."
HURLEY, I'm not crazy.
HURLEY," So, what? That's it? That's all?"
HURLEY," How about you believe me, man?"
HURLEY, What's that thing where doctors make you feel better just by talking to you?
HURLEY," Yeah, that. Yours sucks, dude."
HURLEY," You're kidding, right? You're going back? "
HURLEY, What about all that stuff you said about waiting 'til morning and watching the sun rise?
HURLEY," You're kidding, right? You're going back?"
HURLEY, What about all that stuff you said about waiting 'til morning and watching the sun rise?! 
HURLEY," Here! Dude, I've got to say, I didn't think we were going to get through the night. And I wasn't even here for that baby stealing part."
HURLEY, It's about time things are finally returning to normalness.
HURLEY," Uh, crap."
HURLEY, Dude.
HURLEY," Cool, okay, great. What's a conduit line? "
HURLEY, Whoa!
HURLEY," Uh, uh, depends on what you mean by it?"
HURLEY," Oh, what's that?"
HURLEY, What code?
HURLEY, Wait a minute...
HURLEY," Dude, I'm serious, stop."
HURLEY," Yeah, well, I think it is."
HURLEY, What is this thing? You don't even know what it does! I mean we need...
HURLEY," You know what? Forget it, go ahead, do your thing."
HURLEY," Jin, you're here."
HURLEY," Dude, you speak English."
HURLEY, 나? Subtitle
HURLEY, 저 친구 여기서 뭐하는거야? Subtitle
HURLEY, 뭐? Subtitle
HURLEY," No, I was just -- resting my eyes."
HURLEY," Yeah, I remember the Numbers. "
HURLEY, Awesome.
HURLEY, Hurray for us. 
HURLEY," Stop, ow, ow, mom, stop. I just slipped."
HURLEY," Mom, I'm fine. "
HURLEY, I'm not lying. 
HURLEY, It must be something I ate.
HURLEY, I do exercise.
HURLEY, Maybe I don't want to change. Maybe I like my life. 
HURLEY, Spill what?
HURLEY," Uh, nothing, really. "
HURLEY," Well, I guess it's kind of like a bunker, you know, from WWII, only newer. "
HURLEY, I don't know. 
HURLEY," Well, I guess someone told me."
HURLEY," Dude, look, I'd never lie."
HURLEY, It's 156 million.
HURLEY," Hey, Rose."
HURLEY," So, doing laundry, huh?"
HURLEY, Don't you want to know what happened?
HURLEY," You know, out there. Everyone's asking me what's in the Hatch."
HURLEY, Don't you want to know? 
HURLEY," Well, actually, it sort of is."
HURLEY, It's around here somewhere.
HURLEY, Uh-huh.
HURLEY, It's kind of a long story. 
HURLEY," No one. I swear. Dude, it's a big job. I needed -- help."
HURLEY, She's cool. She won't tell anyone.
HURLEY," Inventory of all of it, and figure out how we make it last. "
HURLEY, You don't want to know.
HURLEY, DHARMA Initiative Salad Dressing - Ranch composite. Sounds tasty.
HURLEY, Apollo bars? Ever hear of these?
HURLEY," Bernard, that was your husband?"
HURLEY," Oh, but, I thought he was in the back of the plane.  I'm sorry, I didn't mean..."
HURLEY," Everyone's going to hate me, Rose."
HURLEY," Well, that'll change."
HURLEY," Uh, Kate, you can't take..."
HURLEY, That's where it starts.
HURLEY,"  Yeah, I'm fine. "
HURLEY," Uh, no."
HURLEY," Uh, yeah?"
HURLEY, I didn't eat 8 pieces!
HURLEY," Dude, I quit."
HURLEY," Oh, my god. Oh, my god."
HURLEY," I'm, I'm fine."
HURLEY, You should get back in there or he'll have you scrubbing johns for the rest of the week.
HURLEY, What?
HURLEY," Hey, I've been -- around. "
HURLEY, You know what?
HURLEY," Yeah, well, Locke's lying."
HURLEY, It's not going to explode!
